,Review Title,Review Rating,Review Content
292,Great alternative to other more expensive bluetooth headphones.,5,This is my first pair of airpod style headphones. I was nervous about them falling out of my ears but these stay in and are lightweight enough that I don't even notice them.  I really enjoy the headphones so far.1) audio quality is awesome. (I listen to a very wide range of music)2) The package was perfect. (This is something razer is always a cut above the rest on)3) People always ask me about them. (Fun bragging point)
293,Decent sound quality,5,"Using with the razerphone 2. Paired up instantly. Standard the sound quality is decent but really got them to shine after extensive setting alterations in the Dolby atmos app. Haven't experienced any distortion unless trying to go full volume which is painfully loud. Haven't experienced any connection drops yet. Mids and highs come out really well. Bass is decent but the ear tips (sleeves?) provided don't create a true seal so bass doesn't get too crazy. And without that seal any sort of noise cancelation is non existent. The case is a bit bulky and very slick.Checked some latency tests with the low latency gaming mode. Was pretty spot on. Was about 2/100ths of a second off which is better than I'd expect for tws buds.Overall very happy with my experience so far. Not sure if they are worth the 100 price tag but razer fan boy is razer fan boyEdit: I found the left earpiece placed in the right and right in the left wierd at first. Seemed like a design flaw. But the more I use these, the more natural it feels to have the placement reversed like that. Maybe it's from prolonged use, but reaching with my left hand to the right side of the case to grab the ear bud feels natural, as does placing it back in the case."
294,"Thoroughly impressed, some slight drawbacks",5,"Despite some reviews commenting on issues with audio, I have not experienced any yet. Prior to this, I had the Huawei Freebuds, which sounded great, but that's where it ended. There were so many glitches and issues with them, I was fed up with them. Below are the list of pros and cons I have of these truly wireless headphonesPros:1. The sound quality is outstanding and rivals the other top-end headphones2. While I wasn't looking for noise isolating, there is some of that with the rubber tips that come with the headphones.3. The battery life is outstanding, way better than the garbage Huawei Freebuds I bought.4. I hardly notice them in my ear and they sit in my ears well. I'm not worried about them falling out at all.5. Case is USB-C charging. That's a must as we head into 2020. No compromise anymore.Cons:1. The case lid feels a little flimsy when it's open. Wish it would hold itself open.2. Touch controls a little odd compared to what I experienced prior to this.Definitely worth the buy. 4.5 Stars."
295,One ear bud failed within a week. (Updated to one star after receiving replacement),1,"Hopefully we just got a bad set, but the left ear bud began having volume issues in less than ten days of light use. We connected them to multiple devices, including phones, tablets, PCs/Laptops ans the issue persisted across all of them. I will update our review if the second set is any better, but this is extremely disappointing for the price Razer is charging.(Update after receiving a replacement set)The replacement set was fine for a few weeks, but the right ear bud died outright eventually. At first it was fine, then would only charge to about 50%, and now it will not charge or power on at all. Two sets of these, back to back, with failures. That is absolute garbage and I cannot possibly advise that anyone buy these. For this price point Razer has completely missed the quality mark and there are far superior options available elsewhere. I am certainly glad we bought a third party warranty with these, as I will be filing for a complete refund versus bothering with a third set."
296,"They wouldn't stay connected, and they're very uncomfortable",2,"I guess I have small earholes. Additionally, both of my tragus are pierced which seemed to affect my right ear more. I looked through reviews quite extensively and there were none related to comfort. I did note the bluetooth connectivity seemed to be shoddy on some reviews.I tried these all day at work today. Yeah, just one day. I can't handle them. Google tells me that the bit of my ears that is still aching is titled ""crus of the helix"". I have a minor headache on the left side, despite that one hurting a lot less than the right. Additionally, the right one would not stay in completely if I moved much. I've had earbuds like this back in the day, and I know that I can keep trying all I want, but they'll only continue causing pain.For connectivity: I could not walk anywhere -- with either my phone in my pocket or in hand -- without them cutting out and sometimes disconnecting completely. I never got a notification that they disconnected, as sometimes my music would continue playing on the phone (though I couldn't hear anything from either the phone or the buds), and sometimes it'd pause. But I never knew which until I checked.I own a Razer Phone 2, and I was really excited about these. I've not had connectivity problems with other bluetooth devices, so I don't think it's the phone.I'm no audiophile (but they only ""block"" sound by being so large in the ears, instead of being a bud that seals up the sound area), so I didn't think a lot of the negative reviews for their sound would affect me. I did notice the bass was weak, the ""covers"" to enhance the seal (I'm guessing that's what they were for) were barely more than little earbud condoms with no other purpose except to keep earwax off the hard plastic.Read lots of reviews complaining that the case was flimsy, and that it was awkward having the right bud on the left side of the case and vice versa. The case seemed fine to me; more and it'd be heavy/cumbersome to carry around. The buds being on opposite sides, I can see how that'd throw you off, but I naturally put them back that way, though taking them out had me wondering once.Battery life: I used one at a time, for about 2 hours each, and during lunch used both. My phone's BT told me they were at 100% the entire time, so that didn't seem to be an issue.I really really really wanted to like these. After all, they just look plain cool like black Airpods, and I figured the matching brand would have great syngery. Sadly, this is not true."
297,Unsure of all the other reviews talking about defects.. My pair came in perfect condition!,5,"These TWS Razer headphones are the best True Wireless headphones I have used so far.  Let me list the pros/cons of these headphones that I have experienced so far..Notice: This is just my Personal OpinionPros:-The sound quality is extremely outstanding! The Highs, Mids, and Lows are evenly balanced thru most songs-These headphones rest in your ear, unlike most other wired/wireless earbuds, and you don't have to shove these deep down your ear canal to get the good quality.-The app is easy to work around-Touch controls very easy to learn, and have good feedback.-They are very light, almost feel like nothing in my ear, and with the silicon ear tips in place, block out most backround noise when at 80% volume.-Gaming mode: Very Little Latency, very good for when you are playing fast-paced games.Cons:-When playing music very loud, (at full volume) people around you will most likely be able to hear it (when in quiet environment)-If you double-tap on either bud, it goes to the next track, It would be more beneficial if you double tap the left one is goes to previous track-Cant control volume from budsOtherwise, this completes my opinion, and as far as have been with Razer products for linear 5 years, I have to give them credit for making a smackin airpod killer earbuds! Definitely recommend to those who are very active, and those who game."
298,something is off,3,"gaming mode provides literally no latency even on rhythm gamesthe sound is pretty good, bass is decenthowever,the tap control is clumsy, sometimes i need to perform the same action twice in order to get it to workbluetooth pairing is a headache, i couldnt pair it unless i put it into the charging casewhen im not playing a music, the bluetooth connection would drop for 10s and then come back on, what is going on here?i would return this and wait for the second generation or for it to drop to $50"
299,"Great sound quality for music, quirky Bluetooth connection.",3,"Have owned these for 4 months, first thing I noticed is that the way they fit into my ear actually hurt I have small ear hole/canal. The ear pieces are a little bigger than AirPods because the Razer ones have bigger sound drivers inside which give them better sound quality. But around that part is kinda not smooth, it kinda pointed, which really hurt the inside around my ear. The case to store/carge them is designed dumb as well, you put the left earpiece in the right side and vice versa on the other, not intuitive at all. I was almost going to return them which I kinda feel like I should have now to get my $100 back, but I like the sound quality and that I can still hear my surroundings and talk to people which I need to while at work. I own the Razer Phone 2 and while I'm working if I put my phone in my pocket or in my bag or in shirt pocket, all of which are within arms reach, causes the connection to keep cutting out during phone calls or listening to music which is very very annoying since the phone is so close I should not be having that type of issue. It's frustrated me to the point that I just bought AirPod Pro's and have had zero Bluetooth stability issues. To conclude I like the Razer ones because they sound quality is good,  but the bluetooth connection is embarrassingly horrible, it makes me not want to buy any Razer products anymore."
300,A must for mobile gaming!!,4,"Impressive!! Gotta say I do a lot of mobile gaming and I've tried so many wireless earphones that claim to be lag free and they've all failed. First pair that lives up to it, gaming mode is amazing!! Only thing I hate the fit as I've always been the type to use only earphones with the rubber tips but they get pretty loud so it doesn't bother as much. Impressive and recommend them for the price especially if you do mobile gaming."
301,Good Backup Pair - music/calls,4,"I am using these only for music and phone calls. I'm coming from the Beats X earbuds. The first time I used them the sound quality did not compare, but I've gotten used to it. They could be louder, but I'm weird and like my music ridiculously loud. App is cool to know where battery life is and EQ. The bass boost is terrible on 70% of songs, but does work as a decent noise blocker. I wouldn't say noise cancelling, but does block it out alright. Phone calls in the car are surprisingly good. Other end didn't hear any background. Actual battery life is about 3-6 hours, I can update once I use for a full day. As soon as you hear ""low battery"" you only have about 5-10 min left. The case lasted about 4 days with about 10-15 put in, take outs.When I am stationary the connectivity is good, but if I have it in my pocket and I'm walking, it cuts in and out. I'm 6'5"" so my pocket is probably a good yard away, but with the beats I had like a 50ft difference. I could walk outside and still be connected. So kind of frustrating if I don't want to have my phone on me at all times. Not used to not having a volume button so that's kind of annoying having to up the volume on my phone. The touch buttons take a little bit to get used to. Practice makes perfect!Overall, for the price, I'd say they're a good backup pair of headphones. If you're in the market, I'd spend the extra $50-100 for a better pair. But, these do have their positives. Priced fairly for what they are."
302,Better Than AirPods,5,"These do everything you want a pair of true wireless earbuds to do. They are ultra light, extremely comfortable, and don't fall out. I also found the battery life to be even better than advertised which is rare.The touch controls work well, and the buds dont stand out once in your ears.Sound quality is adequate, but you shouldn’t be buying these for critical listening. They are designed for casual use like AirPods. They let in a lot of outside noise which is what I personally wanted. If you want sound isolation or noise canceling look elsewhere.Overall I’m very happy with these true wireless headphones. They work well and sound better than Airpods for $50 less."
303,Great for mobile but bad for Windows 10,4,"As advertised, they work great on mobile. I purchased these with high hopes that I could get them to work in Windows 10 with Discord/PUBG/COD:MW but was disappointed. If you use these in Windows 10 you will not hear any sound in-game if you set the buds as your output and input device, however, you can get sound in-game if you only set the buds as the output device but I wasn't able to get Discord to work with any setting. Tested this on my custom build PC and Razer Blade 15 2018 laptop.My requests to Razer:- Please add a Windows 10 driver to use these for output + input. There is currently no low latency wireless earbud solution for PC gaming on the market. Audience is those who wear glasses and/or prefer not to have headset indents in their hair.- Add an option to make game mode the default- Lid seems flimsy compared to the Galaxy Buds lid- Battery life indicator on the case- Put the right headphone on the right (minor)Update 2020/03/09: Galaxy Buds+ have a low latency mode and have all around better specs than the Razer True Wireless earbuds. Unfortunately, there's no reason to get these now unless you like the style so I'll be selling mine."
304,"I love Razer, but I also need more control",3,"These headphones are just that, headphones. This is a simple device, and unless you have a specific love of Razer, there are other products in this space and price range that are better. I love Razer products but this doesn't feel like other Razer. The product works as advertised, the price is ok, but I would advise most people to find something with better control and features. Limited battery life is an issue, but the charging is fast, so keep a spare set of headphones."
305,Probably the best sounding headphones I've owned,5,"I consider myself a headphone connoisseur....  I've had Bose/Sony/Bragi/AKG/wired/wireless...  I've also typically been a fan of in-the-ear style because their sound is always so much better.  However, these headphones have changed my mind.  The sound/volume/bass is very well mixed and full.  They still allow some ambient noise in - but for daily office use, or running, that can be beneficial.  Plus my ears don't feel ""plugged up"" as these allow them to vent and breathe.The Bluetooth is strong and rarely skips/drops.  It's also great that you can use either the left or the right earbud with the other in the case charging for all day use.I truly recommend these for their great sound and ease of use, and great price."
306,Decent headphones for under $100,4,"I say decent but its actually pretty good compared to other headphones, unfortunately Bluetooth connectivity cuts in and out and that can vary by device and environment. I use it on my Razer Phone 2 which when the phone is stationary the Bluetooth is fine within certain distance but when I use it on the go it cuts n and out and certain areas are bad at interfering with the connection. Overall its good device and maybe Razer can fix the connection issue on their next version or at least a firmware update for both the headphones and the Razer Phone 2."
307,Wow!,5,Simply put there are amazing at an amazing value. For $99 you can’t go wrong with these. I have many different types of earbuds and even those there an AirPod style they fit in my ear better and they also come with sleeves if you need an even better fit. The sound quality is right on point very nice highs and mids and bass is nice and punchy. They seem to sell out quickly everywhere. If you get a a chance to grab a pair do yourself a favor and do so. I’ve recently purchased a second pair.
308,Mostly OK but the BT connection and battery...,2,"The Razer Hammerhead True Wireless Bluetooth Earbuds are just OK. The Ultra Low-Latency do work as advertise. However, BT connection sucks big time. The interruption from the inconsistent connection (laptop and phone) is bad most of the time. Even with my phone on my pant's pocket I got connection interruptions. Battery is not the best but you can leave with it. However, I constantly have the left earbud draining significantly faster than the right earbud. While having both charging at the same time, throughout use I often find up to 35% difference in charge between both earbuds. This is probably the most annoying part. Base on my experience I would not recommend"
309,"Gaming Earphones delivers, but needs to work on comfort",3,"I wanted these to be great, but they are just so uncomfortable in the ears, at least when adjusting them and taking them in and out, but once I get them in position of my liking, they are good at best. The ""Gaming Mode"" does indeed work as intended (for some games at least what I have installed now). Black Desert Mobile has zero lag and audio snycs perfectly, while for Call of Duty: Mobile, there is occasionally some little latency when doing actions (jumping, running, firing, etc) but overall good. When I received my unit (before updating firmware via app), I did notice that connections will cut out for a split second and then reconnect. I don't know if it's something interfering with them (such as wind and that does happen often for true wireless earphones) or something weird. Overall, my honest experience with these for a full day, I give em 3.5 / 5. These are good for the price, but they need to invest in making the earphones more comfortable, like the Samsung Galaxy Buds"
310,Best of the best without breaking the bank or a sweat!,5,"These are wonderful! Amazing no battery life, great bass, clear sound, perfect ear fit and though they are not noise cancelling but you can not hear anyone unless you turn them down on purpose to hear them. All in all they are perfect; I could not be happier with them.  Thank you again Razer for an amazing product. I am a Razer fan for life!"
311,Waste of money. Half baked product.,1,"The earbuds suffer serious connection issues, the connection breaks constantly, as soon as you start walking & its connected to the phone in your pocket. 5 half-second disconnections every 5 seconds of music playing is not something you pay 100 bucks for. Bass is absent. Haven't not used enough to comment on the battery life. The touch sensitivity is not reliable, often takes multiple taps to register the command.Definitely a waste of money."
312,Gaming mode works,5,"Gaming modeJust got this one for the gaming mode. Difference between normal and gaming mode is night and day. Virtually no delay, you will only notice the delay if you go looking for it.BatteryBattery life is indeed short compared to others but its fine for me as I only use it on the go and during short gaming sessions. I mainly use these for COD mobile on android, the tuning makes footsteps easy to hear and place where its coming from.SoundSounds pretty decent with solid bass. Definitely worth the price point.Working distanceThis is the only thing I did not like, it only takes a few steps away from your phone for it to disconnect. You really need to keep your phone close to keep the connection."
313,Choppy connection rendering them unusable,1,"I was super excited to get these in last night but I have had nothing but issues with them ever since. Just as with some of the other reviews, these are uneatable when within a few feet and nothing blocking the connection, then I go for a walk outside and put my OnePlus 7 Pro in my pocket and these headphones cannot maintain their connection to save themselves. They are constantly cutting in and out, even going into pairing mode twice last night on me. So, I've performed a factory reset on my phone thinking that it may help. Nope, turns out that the connection is getting interrupted...."
314,"Great sound, doesn't fit ears quite correctly",4,"The sound quality on these earbuds is fantastic aside from an issue that I personally have due to the sizing of the buds in my ear.  I am unable to use the adjustment pieces to make these fit in my ear and must wear them with no attachments, this makes them a little uncomfortable and affects the way I hear out of my left ear.  I still would purchase these earbuds again and am satisfied with my purchase."
315,"Great all around, though connection may fail sometimes",4,"Using these with a Razer Phone 2. Work great (when I take them out of the case, usually they are connected before I put them to my ears). Battery life is okay (they do last about 4 hours with 3 charges on the case), the lag thing does NOT work on Android phones (limitation of Android), but it works quite well on my laptop and console.Connection sometimes doesn't work very well (or gets completely lost) when I have them on jean pockets so be wary of that. I mostly drive and sit while working so it's no big deal for me, but they're not great for walking.Sound quality is good! Though I wish they were louder..."
316,Not Razer Quality or Ergonomics,2,"These simply do not fit in your ear. If you move around, they fall out. The sound quality is tinny and often times only one ear bud pairs and the other stays quiet. Tap controls are very wonky and rarely do what you want them to do. I'm a major Razer fan but these are a rather big miss, unfortunately."
317,It sounds like a $200+ in ear,5,"Had tried my spouse sony wf 1000xm3 so sound comparison almost equal, not counting the sony's noise cancellation. This is not heavy that its gonna fall if you go for a run, the sony in ear falls off its heavy obviously.Probably will add review in the future. Happy customer here.."
318,Very good earphones,5,"You're getting a virtual airpod clone in black with a good price. Very good sound quality (not noise cancelling. If you're looking for noise cancelling look at another model like the sony ones), very good call quality, cheap case and bizarre design decision to place right bud in yellow section and vice versa. One of the best features is that it pairs as soon as the case opens so you're saving some time there on the daily."
319,Great sound and battery life,4,"I love how these sound and feel. They stay in great while working out, but my only complaint is they are not very noise cancelling. I either need to deal with surrounding noises or blast the headphones (very loud btw).Would buy again"
320,Good buy,4,I can still hear almost everything going on around me unless some one is actually speaking to me 😂 I have a hard time finding ear buds that fit and with these I forget they're there I love these.
321,Like 100%,5,Muy buena calidad del sonido si ati te gusta escuchar musica con mucho bajo definitivamente te va gustar
322,"Doesnt fit well in the ear, loose",3,Good sound but not good at staying in the ear. I mean the left ear fit good bit the right one kept falling out. Real disappointment.
323,I like it but one small issue.,4,The lid is too wobbly. Makes the product seem cheap. The sound quality isnt bad. Havent used it long enough to judge the battery
324,Nice sound great fit,5,Use this for work all day as a computer tech and it's so nice to have this over my orgnial pixel buds the touch controls are a little difficult to get used to at first but I like it better then the ultra sensitve buds. The only bummer is volume control isn't available so I have to reach for my phone if I need to lower it
325,These could be really good for the price but oof,3,"Well the battery life is straight up garbage town with only 3 hours and there's this ringing noise it does whenever I'd make calls on the left pair that is also consistent when you bring the volume all the way down, for products like these, you might as well just buy the airpods and spend the extra bucks."
326,these are one of the best AirPods I’ve had,5,"Nice sojnd quality, i use default since activating bass boost may reduce quality of the music"
327,Great sounding headset,5,Great headset for just listening to music on your phone or play games on your computer. Even better then my Razer Gaming Headset
328,Great for Mobile Shooters!,5,these are amaing if you like mobile shooters! almost Zero latency!
329,Great gift,5,It was a great gift and addition to his razor 2 phone
330,Great sounds,5,Wish they fit better love the quailty of sound
331,Good for gaming,5,"No noise cancellation, good battery life, sound not loud enough in the beginning but with time it will improve. Good sync i didn't face any sound lag or disconnect issues. Overall its good for gaming according to this price range."
332,Comfy but no so good sound quality,2,Not so good. sounds quality is poor compared to AirPods and Jabra 65t .They did fit good though. Jabra 65t are much better for the extra $40
333,Great for the price.,5,"I love the easy connect,  sound could be better for outdoor listening.  For indoor gaming works great."
334,Could have been great.,3,Sound great when they stay connected. Battery life is garbage for constant music use. Light usage is fine. Build quality is fine. Plastic isn't brittle but they are lightweight.
335,Quality was nothing you would expect from Razer,1,"Uncomfortable to wear, the case felt cheaply made, sound quality was ok, and next to none sound canceling. nothing compared to their wired hammerheads.  I ended up returning these and purchasing the galaxy buds."
336,Perfect Fit,5,Great Gift
337,Great earbuds,5,"Super comfortable, excellent sound"
338,Overall good,4,"Batteries do not last as long as advertised, few hours at most. Good sound. Fits ear but somewhat hurts after awhile though.Still a good competitive product to air pods."
339,Awesome,5,Works great!
340,Great sound and fit,5,"Sounds quality great, bass awesome!"
341,Great ear buds,5,I like the sound quality and the fact that I can use them one at a time.  Battery life is ok.
342,Geniales,5,Excelente. Ideal para juegos y el día a día.
343,I like them.,5,They work very well.
344,Unique,5,"Awesome, clear sound"
345,These were so disappointing. Very uncomfortable and terrible sound quality.,2,"These Razer Hammerhead True Wireless Bluetooth Earbuds were incredibly disappointing, all the way around. I've tested a very large number (probably dozens, at this point) of various BT earbuds, earphones, etc. that range from inexpensive to very expensive. Sometimes, the cheaper ones surprise me, and other times, I'm stunned at poor quality of more expensive ones. This set is shockingly poor at all levels - both in incredibly uncomfortable design, and in horrific sound quality.Wireless earphones should not hurt!! Heck, for half the price of these, you can STILL get MUCH better quality all the way around than these. I have true wireless earbuds that are 1/3 of this price that are far superior than these in every way...even down to the superior case they use (and WOW, the case on these are cheap and also VERY poorly designed, as well!).The design of these WILL stay in my ears, at the expense of comfort. Not only that, but they don't even come close to my ear canal, and anyone within the same room as I am (a large room, even) can hear exactly what song I'm playing, because where the earbud stops and my ear canal starts, there's quite a significant gap and sound ""bleed."" I may as well blast my music on a BT speaker for all to hear. It's BAD.Not only that, but they just frickin' hurt. I'm sorry, but earbuds are supposed to be comfortable AND still stay in your ears...and not everyone's ears are the same shape, which is why almost ALL wireless earphones (especially in this range) include varying earbud tips to help give you a more comfortable fit. Not these. There is no adjustment for these. You can wear them with or without a silicone sleeve - and that's it. It's uncomfortable either way.Sound quality is terrible. I downloaded their app and upgraded the firmware, thinking that must have been why they have a terrible, tinny sound. Nope - that's just how they sound. The app gives you a couple of other options to listen with these - you can do treble boost (awful) or bass boost (equally as awful) or the standard tinny-sounding default. To be honest, the default mode sounds better with my EDM and dance music than with the bass or treble boost, which is actually pretty ridiculous - but it's still one of the worst sounding quality items that I have EVER owned in bluetooth wireless earbuds - including really cheap, rotgut ones. We're talking BAD.I've never owned Apple Airpods, but perhaps if people had never tried anything else, maybe these would be better (or they just wouldn't know any better). Being as Razer is generally a really great brand, I am truly shocked at these, though. Again - this is WAY behind the times, and WAY overpriced for what you're getting out of them, which isn't much.I tried gaming with them, and again - tinny and terrible, and everyone around me can hear everything through them - so why bother with these earphones?I really wanted to love these and I was really excited to get them, because I love Razer products. These, sadly, are just an epic fail of terrible proportions. I'm truly shocked at the good reviews people have of these, but if they were using something worse prior to these, then they honestly may not know there's better products out there for far less. I'm so sad and bummed about these! Argh!"
346,Low Latency,4,"Bluetooth latency used to be terrible, but devices that played video could mask it by predicting the latency and syncing the video.  For real-time content like games, the newer versions of Bluetooth have dramatically improved that issue, but it can still leave an annoying gap in time between a button press or shot and the sound effect.  This Razer set has basically fixed the problem for practical purposes, and for that reason alone they are worth considering.Long before Apple, ""true"" wireless buds were around and cost around ten bucks.  I enjoyed them for things like podcasts, but the quality was terrible and the battery life was worse.  I will give credit to Apple for standardizing the charging case, which basically makes battery life infinite for people like me that are often switching from gaming or watching videos to other things.  The case and battery life on the Hammerhead buds are excellent.  Build quality could be better, but it does the job.  In terms of looks, I prefer some competition that does not have a stick protruding.  The benefit is, presumably, to have better voice quality for calls or in-game chat.Sounds quality is good, similar to some high end true wireless buds.  The bass is there, avoiding any tinny sound that is common in the cheaper earbuds.  If you are used to wearing large cans, you may be let down by the lack of nuance and accuracy, but for what they are the sound is immersive and impressive.If your focus is gaming, I highly recommend these.  If you are just looking for some general use true wireless earbuds, I also think these are worth a try, particularly when deals roll around."
347,Better than most earbuds at twice the cost!,5,"These Razor Hammerheads SHOCKED me!!!  I really am amazed at how good these earbuds are and WOW are they ever light?!?!?  The sound is extraordinary and I am burning the speakers in, so I am only at half volume thus far.  The sound is crisp, the bass is authentic, and the voices are crystal clear!These earbuds are extremely light!  I don't even know they are on my ears!The charging is simple but it is a bit odd that the right earbud is on the left of the case, and the left is on the right.The case uses the USB-C plug, which is all the rage right now, but it does charge efficiently and quickly.  Let me just say, I am not a packaging snob, but this packaging and instruction book is amazing!  Very detailed!There are little silicone sleeves in the package that seem unneeded, but I have to tell you they are easy to apply, and they make already comfortable earbuds even MORE comfortable!  Two nights ago I fell asleep with them in my ears and the music was still playing.  No problem or discomfort at all.I haven't figured out how to make the taps to do this or that yet.  I accidentally change songs, or turn the music on, or off.  Not that I am trying to, but I also have not read the detailed instructions just yet.The sound is so completely amazing, I have earbuds that are more than twice the price that don't sound half as good as these Razor Hammerheads."
348,"Very easy bluetooth connection, but a little sensitive to the touch",4,"These were really easy to setup and paired much more quickly than any other bluetooth buds I've worn.  As others have noted, the plastic isn't of the highest quality but that does keep them super light.  Even the case hardly weighs anything and is very compact.  I love that the two buds aren't dependent on one another and I just leave either in or share one with a friend.  My past buds haven't worked that way.  The sound quality is pretty good, not as full as past buds but I think that's because these aren't in-ear and don't seal outside noise that well.  I love that Razer didn't cheap out and included USB C, eliminating one of my last micro USB devices (looking hard at you, Kindle).The one negative I've found is that the touch sensors are a little too jumpy.  I can't even really lay these in my palm while getting them situated because they end up playing, pausing, skipping, or turning on game mode.  Kinda wish they just had a physical button (I imagine that wouldn't work for the water resistance though).  At the right price I think these are a great option in a crowded field."
349,Razer refuses to acknowledge connectivity issues,1,"I've owned these headphones for about 4 months and it's been the most type of frustrating experience because I actually love the way that these headphones sound and fit in my ear. I can wear them all day and not have them bother me and when they say ""deep, satisfying bass"" they mean it. I've owned several true wireless headphones.. I've had Pasonomis, skullcandy push, airpods, and now these. Why did I get these? Well my wife lost her airpods so I gave her mine... I had already eyed these so I used it as an excuse to make the purchase.My only issue with these headphones, which unfortunately is a HUGE issue, is that it keeps losing connection!!!!!!!!! it is so frustrating. Sometimes I can't get through a 3 minute song without it disconnecting two or three times. when it disconnects it'll say ""disconnected"" and when it reconnects it doesn't automatically start playing. This breaks immersion, I mainly use the headphones while at work while listening to music and it's such a huge annoyance... it breaks immersion with the music and I have to pick up my phone again to play the song, a lot of the time for it only to disconnect again 30 seconds laterThere is an app that you can download for the headphones which will apparently update the firmware of the headphones(mine never updated, so I guess it's up to date), change some eq settings (there are something like 4 presets) and there is a ""compatibility mode"" which I've tried and it doesn't help with the ""Disconnected"" problemworst of all is that despite this being a common complaint in the reviews, Razer has STILL not acknowledged any connection issues with these headphones.I actually read the reviews that mentioned connectivity issues and disregarded them -- I wish I hadn't. I'm not sure how returns work on Amazon because I've never returned anything on Amazon. But this is my review, these headphones were so close to a 5 star for me but the fact that they disconnect very frequently makes them practically unusable."
350,Really Solid Choice for Airpod Style Earbuds,4,"I am really digging these headphones. Airpods have never fit my ear and for some reason, these fit a lot better and don't fall out when I shake my head. The silicon tips are a nice touch and certainly help have a more secure feeling, but I've noticed that they really hurt my ears after 20-30 mins. When I don't have the eartips in, a bit more outside noise leaks in, but the comfortability improves drastically, for me. the sound quality of these is seriously impressive for this type of headphones. If you're worried about the sound quality: Don't; they sound great. The battery life is definitely, okay. I get about 3-4 hours, then throw them back into the case to charge. I wish it was better, but I'm living with it.I have yet to try these while gaming, or try the mic, but once I do, I'll edit the post with my findings."
351,All about that Bass,4,"These earbuds are pretty great. I like the fact that they connect to my phone the minute I open the case, I don't have to press a button to tell them to. I personally have no issue with the way these types of buds feel or fit in my ear, though I know there are those who prefer the gummy style. These fit my small ears perfectly, and do not fall out even during physical activity. The bass is amazing, which I really appreciate because I love me some bass and the other 4 sets of headphones/buds I have around the house don't seem to have any. My only issue with these is how easily they disconnect from my phone. If I take one bud out of my ear to hear someone talk, they disconnect and do not automatically reconnect when I reinsert it. Other than that, these are easily one of the best sets of buds I've owned."
352,3.5 stars,4,"First, the good points -1)  The sound with these earbuds is very good.  Music was clear and rich sounding.  Also, the noise cancellation worked well.2). The case is compact and would be easy to carry without adding much weight or bulk to my purse.Now, for the not so good -1). These earbuds were not easy to pair with my phone’s Bluetooth.  In fact, it took several tries to get it to work.2). When trying to put the earbuds in my ears or take them out, I would inadvertently turn them on and off.  The button is large and difficult to miss.3). I found them to be uncomfortable after about 30 minutes, but I do have small ears so I didn’t lower the score based on that issue.  I just wanted to let you know in case you have smaller ears, as well."
353,"Great shape and build quality, good sound quality",5,"First, let me say thank you to Razer for making true wireless earbuds in this shape. As someone with smaller ears that doesn't want earbuds always trying to force their way down my ear canals, seeing more AirPod-esque shapes is a breath of fresh air. These fit great in my ears and never threaten to fall out, even when working out with them.Due to the shape, though, these earbuds can't block out much ambient sound and do cause some noise bleed at higher volumes or in a quiet room. This doesn't bother me since I don't listen to my music loudly and prefer having more situational awareness when wearing earbuds. If I wanted real noise isolation, I'd use my wireless over the ear headphones.The sound quality is good and comparable to AirPods to me, though this is subjective. I listen to very bass-heavy music, and the bass response on these is good but not too overpowering. The sound stage is suitable for all music genres. These are also good for listening to dialogue-heavy things like YouTube videos and podcasts, as the bass isn't too heavy and doesn't muddy the sound. I don't game with these, so I can't speak on how the well the ultra low latency ""gaming mode"" works for that, though latency with normal mode is almost non-existent when using for regular listening purposes.The build quality and overall presentation are great for a pair of $99 true wireless earbuds. I get around the claimed time of four hours of battery life from the earbuds, and anywhere from 12-16 with the case fully charged. This works for me as I never use them more than four hours in one sitting, or more than 12 hours a day total. I charge the earbuds and case every couple of days, but you may need to charge them every day depending on your usage frequency (gaming mode and high volumes also drain the battery faster).Overall, I'm very satisfied with these earbuds and would recommend them if you're looking for a pair of true wireless earbuds that rest on your outer ear. Better options can be found elsewhere if you prefer the style that go in your ear canal. These are well worth the $99 asking price."
354,Works great and easy to pair,5,"These were easy to pair and are small and fit in my ear with no problem.  The earbuds hold a long charge and have never run out during normal day around town.  The charging case is nice and had a little cable to hold them with which is nice.  The little rubber things it came with to go on it was nice at first, but it frequently moved a bit and the sensors got blocked so I took those off.  Since then these have been perfect and sound quality is great.  I am using this with an iPhone XR and have had no issues with these since pairing.  I just open and stick into my ears and good to go"
355,These are just Okay,3,"Pros:These headphones pair pretty quickly and easily and the case is super small making them super portable.The tap controls work surprisingly wellsilicone ear tips make them super comfortable and don't fall out as easily as airpodsCons:Sound Quality is just medicore, not a lot of dynamic range, some $50 earbuds sound better (albeit, not as comfortable)Seems to compress the sound way more than normal earbuds, this is surprising. The app doesn't do a whole lot except give you 3 eq modes which all kinda stink (Bass boost, Treble Boost, Default)"
356,Bluetooth goes in and out,3,"These wireless earphones are comfortable enough, and were moderately easy to set up — a bit fussy at first, but then connected fine to my iPhone and iPad. The problem is with the Bluetooth connection, which goes in and out way too frequently. I’ll be watching a program and will miss critical dialogue when the Bluetooth just plain fails. These aren’t cheap earphones — they were sent to me at no cost in return for an honest review. Unfortunately, there’s no question that if I had been given a choice, I’d have chosen Apple EarPods instead of these Razer models. Just too inconsistent."
